"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMAM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020381-0003","KAPtoPPJ-1952-06-06-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020381-0004","KAPtoPPJ-1952-06-06-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020381-0005","KAPtoPPJ-1952-06-06-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","14","Katherine Anne Porter to Paul Porter Jr., 1952-06-30","1952-06-30","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020382-0001","KAPtoPPJ-1952-06-30-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","14","Katherine Anne Porter to Paul Porter Jr., 1952-06-30","1952-06-30","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020382-0001","KAPtoPPJ-1952-06-30-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","17","Katherine Anne Porter to Paul Porter Jr., 1952-08-05","1952-08-05","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020383-0001","KAPtoPPJ-1952-08-05-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Île-de-France","Paris","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","17","Katherine Anne Porter to Paul Porter Jr., 1952-08-05","1952-08-05","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020383-0001","KAPtoPPJ-1952-08-05-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Île-de-France","Paris","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","17","Katherine Anne Porter to Paul Porter Jr., 1952-08-05","1952-08-05","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020383-0002","KAPtoPPJ-1952-08-05-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","17","Katherine Anne Porter to Paul Porter Jr., 1952-08-05","1952-08-05","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020383-0003","KAPtoPPJ-1952-08-05-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","17","Katherine Anne Porter to Paul Porter Jr., 1952-08-05","1952-08-05","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020383-0004","KAPtoPPJ-1952-08-05-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","19","Katherine Anne Porter to Paul Porter Jr., 1952-08-30","1952-08-30","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020384-0001","KAPtoPPJ-1952-08-30-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Île-de-France","Paris","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","19","Katherine Anne Porter to Paul Porter Jr., 1952-08-30","1952-08-30","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020384-0001","KAPtoPPJ-1952-08-30-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Île-de-France","Paris","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","19","Katherine Anne Porter to Paul Porter Jr., 1952-08-30","1952-08-30","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020384-0002","KAPtoPPJ-1952-08-30-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","19","Katherine Anne Porter to Paul Porter Jr., 1952-08-30","1952-08-30","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020384-0003","KAPtoPPJ-1952-08-30-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","22","Katherine Anne Porter to Paul Porter Jr., 1952-10-19","1952-10-19","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020385-0001","KAPtoPPJ-1952-10-19-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","22","Katherine Anne Porter to Paul Porter Jr., 1952-10-19","1952-10-19","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020385-0001","KAPtoPPJ-1952-10-19-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","23","Katherine Anne Porter to Paul Porter Jr., 1952-11-11","1952-11-11","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","","","litmss-020386-0001","KAPtoPPJ-1952-11-11-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","23","Katherine Anne Porter to Paul Porter Jr., 1952-11-11","1952-11-11","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","","","litmss-020386-0001","KAPtoPPJ-1952-11-11-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","23","Katherine Anne Porter to Paul Porter Jr., 1952-11-11","1952-11-11","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020386-0002","KAPtoPPJ-1952-11-11-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","26","Katherine Anne Porter to Paul Porter Jr., 1952-12-01","1952-12-01","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020387-0001","KAPtoPPJ-1952-12-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","26","Katherine Anne Porter to Paul Porter Jr., 1952-12-01","1952-12-01","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020387-0001","KAPtoPPJ-1952-12-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","26","Katherine Anne Porter to Paul Porter Jr., 1952-12-01","1952-12-01","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020387-0002","KAPtoPPJ-1952-12-01-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","30","Katherine Anne Porter to Paul Porter Jr., 1952-12-19","1952-12-19","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020388-0001","KAPtoPPJ-1952-12-19-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","30","Katherine Anne Porter to Paul Porter Jr., 1952-12-19","1952-12-19","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020388-0001","KAPtoPPJ-1952-12-19-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","30","Katherine Anne Porter to Paul Porter Jr., 1952-12-19","1952-12-19","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020388-0002","KAPtoPPJ-1952-12-19-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","30","Katherine Anne Porter to Paul Porter Jr., 1952-12-19","1952-12-19","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020388-0003","KAPtoPPJ-1952-12-19-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","3","Katherine Anne Porter to Paul Porter Jr., 1954-07-24","1954-07-24","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020389-0001","KAPtoPPJ-1954-07-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Michigan","Ann Arbor","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","3","Katherine Anne Porter to Paul Porter Jr., 1954-07-24","1954-07-24","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020389-0001","KAPtoPPJ-1954-07-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Michigan","Ann Arbor","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","8","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020390-0001","KAPtoPPJ-1954-10-28-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","8","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020390-0001","KAPtoPPJ-1954-10-28-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0002","KAPtoPPJ-1954-10-28-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0003","KAPtoPPJ-1954-10-28-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0004","KAPtoPPJ-1954-10-28-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0005","KAPtoPPJ-1954-10-28-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0006","KAPtoPPJ-1954-10-28-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0007","KAPtoPPJ-1954-10-28-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","5","Katherine Anne Porter to Paul Porter Jr., 1954-10-28","1954-10-28","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020390-0008","KAPtoPPJ-1954-10-28-p0008","8","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","6","Katherine Anne Porter to Paul Porter Jr., 1954-10-29","1954-10-29","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","separate sheets seem to share content, labeled ""probably from letter to paul""","litmss-020391-0001","KAPtoPPJ-1954-10-29-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","6","Katherine Anne Porter to Paul Porter Jr., 1954-10-29","1954-10-29","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","separate sheets seem to share content, labeled ""probably from letter to paul""","litmss-020391-0001","KAPtoPPJ-1954-10-29-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","6","Katherine Anne Porter to Paul Porter Jr., 1954-10-29","1954-10-29","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020391-0002","KAPtoPPJ-1954-10-29-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","6","Katherine Anne Porter to Paul Porter Jr., 1954-10-29","1954-10-29","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020391-0003","KAPtoPPJ-1954-10-29-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","9","Katherine Anne Porter to Paul Porter Jr., 1954-11-29","1954-11-29","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020392-0001","KAPtoPPJ-1954-11-29-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","9","Katherine Anne Porter to Paul Porter Jr., 1954-11-29","1954-11-29","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020392-0001","KAPtoPPJ-1954-11-29-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","9","Katherine Anne Porter to Paul Porter Jr., 1954-11-29","1954-11-29","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020392-0002","KAPtoPPJ-1954-11-29-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","6","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020393-0001","KAPtoPPJ-1954-12-02-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","6","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020393-0001","KAPtoPPJ-1954-12-02-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020393-0002","KAPtoPPJ-1954-12-02-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020393-0003","KAPtoPPJ-1954-12-02-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020393-0004","KAPtoPPJ-1954-12-02-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020393-0005","KAPtoPPJ-1954-12-02-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","14","10","Katherine Anne Porter to Paul Porter Jr., 1954-12-02","1954-12-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020393-0006","KAPtoPPJ-1954-12-02-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","14","12","Katherine Anne Porter to Paul Porter Jr., 1954-12-11","1954-12-11","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020394-0001","KAPtoPPJ-1954-12-11-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","Belgium","Liège","Liège","","",""
